workerid,face_dft,condition,rating,dft
anon51,60,attractive,8.33333333333333,60
anon51,70,attractive,8.33333333333333,70
anon51,80,attractive,9,80
anon51,90,attractive,9,90
anon51,100,attractive,9,100
anon52,0,attractive,8,0
anon52,10,attractive,8.33333333333333,10
anon52,20,attractive,8.33333333333333,20
anon52,30,attractive,8.66666666666667,30
anon52,40,attractive,8.66666666666667,40
anon52,50,attractive,9,50
anon52,60,attractive,9,60
anon52,70,attractive,9,70
anon52,80,attractive,9,80
anon52,90,attractive,9,90
anon52,100,attractive,9,100
anon53,0,trustworthy,4.66666666666667,0
anon53,10,trustworthy,6,10
anon53,20,trustworthy,3.66666666666667,20
anon53,30,trustworthy,6,30
anon53,40,trustworthy,5.66666666666667,40
anon53,50,trustworthy,6,50
anon53,60,trustworthy,6,60
anon53,70,trustworthy,6.33333333333333,70
anon53,80,trustworthy,6,80
anon53,90,trustworthy,6.33333333333333,90
anon53,100,trustworthy,7.33333333333333,100
anon54,0,trustworthy,7,0
anon54,10,trustworthy,6.66666666666667,10
anon54,20,trustworthy,7,20
anon54,30,trustworthy,6.66666666666667,30
anon54,40,trustworthy,5.66666666666667,40
anon54,50,trustworthy,5.66666666666667,50
anon54,60,trustworthy,5.33333333333333,60
anon54,70,trustworthy,5.33333333333333,70
anon54,80,trustworthy,5.33333333333333,80
anon54,90,trustworthy,5,90
anon54,100,trustworthy,5,100
anon55,0,trustworthy,7,0
anon55,10,trustworthy,7,10
anon55,20,trustworthy,7,20
anon55,30,trustworthy,7,30
anon55,40,trustworthy,7,40
anon55,50,trustworthy,7.66666666666667,50
anon55,60,trustworthy,7.66666666666667,60
anon55,70,trustworthy,7.33333333333333,70
anon55,80,trustworthy,7.66666666666667,80
anon55,90,trustworthy,7.33333333333333,90
anon55,100,trustworthy,8,100
anon56,0,trustworthy,7,0
anon56,10,trustworthy,5.66666666666667,10
anon56,20,trustworthy,5,20
anon56,30,trustworthy,6,30
anon56,40,trustworthy,5,40
anon56,50,trustworthy,6.33333333333333,50
anon56,60,trustworthy,6.66666666666667,60
anon56,70,trustworthy,5.33333333333333,70
anon56,80,trustworthy,5.33333333333333,80
anon56,90,trustworthy,5.66666666666667,90
anon56,100,trustworthy,5.33333333333333,100
anon57,0,trustworthy,6,0
anon57,10,trustworthy,5.33333333333333,10
anon57,20,trustworthy,6.66666666666667,20
anon57,30,trustworthy,7.33333333333333,30
anon57,40,trustworthy,6.66666666666667,40
anon57,50,trustworthy,6.33333333333333,50
anon57,60,trustworthy,6.33333333333333,60
anon57,70,trustworthy,6.33333333333333,70
anon57,80,trustworthy,5,80
anon57,90,trustworthy,4.33333333333333,90
anon57,100,trustworthy,5,100
anon58,0,attractive,4,0
anon58,10,attractive,4.33333333333333,10
anon58,20,attractive,5,20
anon58,30,attractive,5.66666666666667,30
anon58,40,attractive,5.33333333333333,40
anon58,50,attractive,6.66666666666667,50
anon58,60,attractive,7,60
anon58,70,attractive,7.66666666666667,70
anon58,80,attractive,7,80
anon58,90,attractive,7.33333333333333,90
anon58,100,attractive,7.66666666666667,100
anon59,0,attractive,7,0
anon59,10,attractive,7.33333333333333,10
anon59,20,attractive,7.66666666666667,20
anon59,30,attractive,8,30
anon59,40,attractive,8.33333333333333,40
anon59,50,attractive,9,50
anon59,60,attractive,8.66666666666667,60
anon59,70,attractive,9,70
anon59,80,attractive,9,80
anon59,90,attractive,9,90
anon59,100,attractive,9,100
anon6,0,trustworthy,4,0
anon6,10,trustworthy,4,10
anon6,20,trustworthy,4.66666666666667,20
anon6,30,trustworthy,4.33333333333333,30
anon6,40,trustworthy,5.66666666666667,40
anon6,50,trustworthy,6,50
anon6,60,trustworthy,5.66666666666667,60
anon6,70,trustworthy,6,70
anon6,80,trustworthy,6,80
anon6,90,trustworthy,6,90
anon6,100,trustworthy,5.33333333333333,100
anon60,0,attractive,9,0
anon60,10,attractive,9,10
anon60,20,attractive,9,20
anon60,30,attractive,7.66666666666667,30
anon60,40,attractive,7.33333333333333,40
anon60,50,attractive,8,50
anon60,60,attractive,7.33333333333333,60
anon60,70,attractive,7.33333333333333,70
anon60,80,attractive,7,80
anon60,90,attractive,7.33333333333333,90
anon60,100,attractive,7.66666666666667,100
anon61,0,attractive,8,0
anon61,10,attractive,8,10
anon61,20,attractive,8,20
anon61,30,attractive,8.33333333333333,30
anon61,40,attractive,8,40
anon61,50,attractive,8,50
anon61,60,attractive,8.33333333333333,60
anon61,70,attractive,8.66666666666667,70
anon61,80,attractive,8,80
anon61,90,attractive,8.33333333333333,90
anon61,100,attractive,8.33333333333333,100
anon62,0,trustworthy,7,0
anon62,10,trustworthy,6.66666666666667,10
anon62,20,trustworthy,6.66666666666667,20
anon62,30,trustworthy,7,30
anon62,40,trustworthy,6.66666666666667,40
anon62,50,trustworthy,6,50
anon62,60,trustworthy,6.33333333333333,60
anon62,70,trustworthy,7,70
anon62,80,trustworthy,6,80
anon62,90,trustworthy,5.66666666666667,90
anon62,100,trustworthy,6,100
anon63,0,trustworthy,8,0
anon63,10,trustworthy,6.66666666666667,10
anon63,20,trustworthy,7.66666666666667,20
anon63,30,trustworthy,6.33333333333333,30
anon63,40,trustworthy,7.66666666666667,40
anon63,50,trustworthy,8,50
anon63,60,trustworthy,6.66666666666667,60
anon63,70,trustworthy,5.66666666666667,70
anon63,80,trustworthy,6,80
anon63,90,trustworthy,7,90
anon63,100,trustworthy,5.33333333333333,100
anon64,0,trustworthy,5,0
anon64,10,trustworthy,5.33333333333333,10
anon64,20,trustworthy,6.33333333333333,20
anon64,30,trustworthy,6,30
anon64,40,trustworthy,5.66666666666667,40
anon64,50,trustworthy,5.66666666666667,50
anon64,60,trustworthy,5,60
anon64,70,trustworthy,5,70
anon64,80,trustworthy,4.66666666666667,80
anon64,90,trustworthy,4.33333333333333,90
anon64,100,trustworthy,5.33333333333333,100
anon65,0,attractive,7,0
anon65,10,attractive,5.66666666666667,10
anon65,20,attractive,7.66666666666667,20
anon65,30,attractive,6.66666666666667,30
anon65,40,attractive,6.33333333333333,40
anon65,50,attractive,8,50
anon65,60,attractive,6.66666666666667,60
anon65,70,attractive,4.33333333333333,70
anon65,80,attractive,6.66666666666667,80
anon65,90,attractive,4.33333333333333,90
anon65,100,attractive,6,100
anon66,0,trustworthy,4.66666666666667,0
anon66,10,trustworthy,5.33333333333333,10
anon66,20,trustworthy,5,20
anon66,30,trustworthy,4.66666666666667,30
anon66,40,trustworthy,4.33333333333333,40
anon66,50,trustworthy,4,50
anon66,60,trustworthy,4,60
anon66,70,trustworthy,4,70
anon66,80,trustworthy,4,80
anon66,90,trustworthy,4,90
anon66,100,trustworthy,3.66666666666667,100
anon67,0,attractive,6.66666666666667,0
anon67,10,attractive,7,10
anon67,20,attractive,7.33333333333333,20
anon67,30,attractive,7,30
anon67,40,attractive,8.33333333333333,40
anon67,50,attractive,8,50
anon67,60,attractive,8.66666666666667,60
anon67,70,attractive,8.33333333333333,70
anon67,80,attractive,8,80
anon67,90,attractive,8.66666666666667,90
anon67,100,attractive,9,100
anon68,0,trustworthy,4,0
anon68,10,trustworthy,5.33333333333333,10
anon68,20,trustworthy,4.33333333333333,20
anon68,30,trustworthy,5.33333333333333,30
anon68,40,trustworthy,5.33333333333333,40
anon68,50,trustworthy,5.66666666666667,50
anon68,60,trustworthy,5.66666666666667,60
anon68,70,trustworthy,6.33333333333333,70
anon68,80,trustworthy,6.33333333333333,80
anon68,90,trustworthy,6.66666666666667,90
anon68,100,trustworthy,6.66666666666667,100
anon69,0,attractive,6.33333333333333,0
anon69,10,attractive,7.33333333333333,10
anon69,20,attractive,7,20
anon69,30,attractive,6.33333333333333,30
anon69,40,attractive,7.33333333333333,40
anon69,50,attractive,8,50
anon69,60,attractive,8.33333333333333,60
anon69,70,attractive,9,70
anon69,80,attractive,8.33333333333333,80
anon69,90,attractive,9,90
anon69,100,attractive,9,100
anon7,0,trustworthy,7.66666666666667,0
anon7,10,trustworthy,7.66666666666667,10
anon7,20,trustworthy,7.66666666666667,20
anon7,30,trustworthy,7.66666666666667,30
anon7,40,trustworthy,5.66666666666667,40
anon7,50,trustworthy,6.66666666666667,50
anon7,60,trustworthy,5,60
anon7,70,trustworthy,6.33333333333333,70
anon7,80,trustworthy,5,80
anon7,90,trustworthy,5.33333333333333,90
anon7,100,trustworthy,4,100
anon70,0,attractive,9,0
anon70,10,attractive,8.33333333333333,10
anon70,20,attractive,8.66666666666667,20
anon70,30,attractive,8.66666666666667,30
anon70,40,attractive,9,40
anon70,50,attractive,9,50
anon70,60,attractive,9,60
anon70,70,attractive,9,70
anon70,80,attractive,8.66666666666667,80
anon70,90,attractive,8.66666666666667,90
anon70,100,attractive,8.33333333333333,100
anon71,0,trustworthy,3.66666666666667,0
anon71,10,trustworthy,3.66666666666667,10
anon71,20,trustworthy,5,20
anon71,30,trustworthy,5.33333333333333,30
anon71,40,trustworthy,5.33333333333333,40
anon71,50,trustworthy,5.33333333333333,50
anon71,60,trustworthy,6.33333333333333,60
anon71,70,trustworthy,6.33333333333333,70
anon71,80,trustworthy,6.33333333333333,80
anon71,90,trustworthy,7,90
anon71,100,trustworthy,7,100
anon72,0,attractive,6.33333333333333,0
anon72,10,attractive,7,10
anon72,20,attractive,6,20
anon72,30,attractive,7.66666666666667,30
anon72,40,attractive,8,40
anon72,50,attractive,8,50
anon72,60,attractive,8.33333333333333,60
anon72,70,attractive,8.66666666666667,70
anon72,80,attractive,9,80
anon72,90,attractive,9,90
anon72,100,attractive,9,100
anon73,0,attractive,6.66666666666667,0
anon73,10,attractive,7,10
anon73,20,attractive,6.66666666666667,20
anon73,30,attractive,6.66666666666667,30
anon73,40,attractive,8,40
anon73,50,attractive,8.66666666666667,50
anon73,60,attractive,8,60
anon73,70,attractive,8.33333333333333,70
anon73,80,attractive,8.33333333333333,80
anon73,90,attractive,8.66666666666667,90
anon73,100,attractive,8.66666666666667,100
anon74,0,attractive,6.33333333333333,0
anon74,10,attractive,6.33333333333333,10
anon74,20,attractive,6.66666666666667,20
anon74,30,attractive,6.33333333333333,30
anon74,40,attractive,6.33333333333333,40
anon74,50,attractive,7.33333333333333,50
anon74,60,attractive,6.66666666666667,60
anon74,70,attractive,6.33333333333333,70
anon74,80,attractive,6.66666666666667,80
anon74,90,attractive,7,90
anon74,100,attractive,6.33333333333333,100
anon75,0,attractive,5.66666666666667,0
anon75,10,attractive,6.33333333333333,10
anon75,20,attractive,6,20
anon75,30,attractive,6.66666666666667,30
anon75,40,attractive,7.33333333333333,40
anon75,50,attractive,7,50
anon75,60,attractive,8,60
anon75,70,attractive,9,70
anon75,80,attractive,9,80
anon75,90,attractive,9,90
anon75,100,attractive,9,100
anon76,0,attractive,5,0
anon76,10,attractive,4,10
anon76,20,attractive,4.66666666666667,20
anon76,30,attractive,4.66666666666667,30
anon76,40,attractive,4.33333333333333,40
anon76,50,attractive,4,50
anon76,60,attractive,6,60
anon76,70,attractive,5,70
anon76,80,attractive,5.33333333333333,80
anon76,90,attractive,5.33333333333333,90
anon76,100,attractive,4.33333333333333,100
anon77,0,attractive,6,0
anon77,10,attractive,4.66666666666667,10
anon77,20,attractive,5.66666666666667,20
anon77,30,attractive,7,30
anon77,40,attractive,4,40
anon77,50,attractive,5.33333333333333,50
anon77,60,attractive,6,60
anon77,70,attractive,5.33333333333333,70
anon77,80,attractive,6.66666666666667,80
anon77,90,attractive,7.33333333333333,90
anon77,100,attractive,7,100
anon78,0,trustworthy,7,0
anon78,10,trustworthy,7,10
anon78,20,trustworthy,7,20
anon78,30,trustworthy,7,30
anon78,40,trustworthy,7,40
anon78,50,trustworthy,7,50
anon78,60,trustworthy,7,60
anon78,70,trustworthy,7,70
anon78,80,trustworthy,7,80
anon78,90,trustworthy,7,90
anon78,100,trustworthy,7,100
anon79,0,trustworthy,3.66666666666667,0
anon79,10,trustworthy,4.33333333333333,10
anon79,20,trustworthy,5,20
anon79,30,trustworthy,4.33333333333333,30
anon79,40,trustworthy,4.66666666666667,40
anon79,50,trustworthy,4.66666666666667,50
anon79,60,trustworthy,5.33333333333333,60
anon79,70,trustworthy,5,70
anon79,80,trustworthy,5.33333333333333,80
anon79,90,trustworthy,5.33333333333333,90
anon79,100,trustworthy,5.33333333333333,100
anon8,0,attractive,6.33333333333333,0
anon8,10,attractive,6,10
anon8,20,attractive,6.66666666666667,20
anon8,30,attractive,6.66666666666667,30
anon8,40,attractive,6.66666666666667,40
anon8,50,attractive,7.66666666666667,50
anon8,60,attractive,7,60
anon8,70,attractive,7.33333333333333,70
anon8,80,attractive,7.33333333333333,80
anon8,90,attractive,7.33333333333333,90
anon8,100,attractive,7,100
anon80,0,trustworthy,5,0
anon80,10,trustworthy,5,10
anon80,20,trustworthy,5,20
anon80,30,trustworthy,5,30
anon80,40,trustworthy,5,40
anon80,50,trustworthy,5,50
anon80,60,trustworthy,5,60
anon80,70,trustworthy,5,70
anon80,80,trustworthy,5,80
anon80,90,trustworthy,5,90
anon80,100,trustworthy,5,100
anon81,0,attractive,5,0
anon81,10,attractive,5,10
anon81,20,attractive,5,20
anon81,30,attractive,5,30
anon81,40,attractive,5.33333333333333,40
anon81,50,attractive,6,50
anon81,60,attractive,6,60
anon81,70,attractive,6,70
anon81,80,attractive,6,80
anon81,90,attractive,6.33333333333333,90
anon81,100,attractive,6,100
anon82,0,attractive,9,0
anon82,10,attractive,8.66666666666667,10
anon82,20,attractive,8,20
anon82,30,attractive,8.66666666666667,30
anon82,40,attractive,9,40
anon82,50,attractive,9,50
anon82,60,attractive,9,60
anon82,70,attractive,9,70
anon82,80,attractive,9,80
anon82,90,attractive,9,90
anon82,100,attractive,9,100
anon83,0,trustworthy,5,0
anon83,10,trustworthy,5,10
anon83,20,trustworthy,5,20
anon83,30,trustworthy,5,30
anon83,40,trustworthy,5,40
anon83,50,trustworthy,5,50
anon83,60,trustworthy,5,60
anon83,70,trustworthy,5,70
anon83,80,trustworthy,5,80
anon83,90,trustworthy,5,90
anon83,100,trustworthy,5,100
anon84,0,trustworthy,5,0
anon84,10,trustworthy,5,10
anon84,20,trustworthy,5.33333333333333,20
anon84,30,trustworthy,6.33333333333333,30
anon84,40,trustworthy,6.66666666666667,40
anon84,50,trustworthy,7,50
anon84,60,trustworthy,7,60
anon84,70,trustworthy,7,70
anon84,80,trustworthy,7,80
anon84,90,trustworthy,7,90
anon84,100,trustworthy,7,100
anon85,0,trustworthy,8.66666666666667,0
anon85,10,trustworthy,8.33333333333333,10
anon85,20,trustworthy,8,20
anon85,30,trustworthy,8.33333333333333,30
anon85,40,trustworthy,7.66666666666667,40
anon85,50,trustworthy,7.33333333333333,50
anon85,60,trustworthy,7,60
anon85,70,trustworthy,7.66666666666667,70
anon85,80,trustworthy,6.66666666666667,80
anon85,90,trustworthy,4.66666666666667,90
anon85,100,trustworthy,5.33333333333333,100
anon86,0,attractive,6.33333333333333,0
anon86,10,attractive,5.66666666666667,10
anon86,20,attractive,5.33333333333333,20
anon86,30,attractive,6.66666666666667,30
anon86,40,attractive,5.66666666666667,40
anon86,50,attractive,6.66666666666667,50
anon86,60,attractive,7,60
anon86,70,attractive,7.33333333333333,70
anon86,80,attractive,6.33333333333333,80
anon86,90,attractive,6.33333333333333,90
anon86,100,attractive,7.33333333333333,100
anon87,0,trustworthy,4.66666666666667,0
anon87,10,trustworthy,4.66666666666667,10
anon87,20,trustworthy,5.66666666666667,20
anon87,30,trustworthy,6,30
anon87,40,trustworthy,6,40
anon87,50,trustworthy,5.33333333333333,50
anon87,60,trustworthy,5.66666666666667,60
anon87,70,trustworthy,6.33333333333333,70
anon87,80,trustworthy,6.33333333333333,80
anon87,90,trustworthy,6.33333333333333,90
anon87,100,trustworthy,7,100
anon88,0,attractive,5,0
anon88,10,attractive,5,10
anon88,20,attractive,5.66666666666667,20
anon88,30,attractive,7,30
anon88,40,attractive,8.33333333333333,40
anon88,50,attractive,8.33333333333333,50
anon88,60,attractive,8.33333333333333,60
anon88,70,attractive,9,70
anon88,80,attractive,9,80
anon88,90,attractive,9,90
anon88,100,attractive,9,100
anon89,0,trustworthy,5.66666666666667,0
anon89,10,trustworthy,6,10
anon89,20,trustworthy,5.33333333333333,20
anon89,30,trustworthy,6.33333333333333,30
anon89,40,trustworthy,7,40
anon89,50,trustworthy,6.66666666666667,50
anon89,60,trustworthy,7,60
anon89,70,trustworthy,7,70
anon89,80,trustworthy,7,80
anon89,90,trustworthy,7,90
anon89,100,trustworthy,7,100
anon9,0,trustworthy,6.33333333333333,0
anon9,10,trustworthy,6.66666666666667,10
anon9,20,trustworthy,6.33333333333333,20
anon9,30,trustworthy,6.66666666666667,30
anon9,40,trustworthy,6,40
anon9,50,trustworthy,6,50
anon9,60,trustworthy,6.33333333333333,60
anon9,70,trustworthy,6.66666666666667,70
anon9,80,trustworthy,6.33333333333333,80
anon9,90,trustworthy,5.33333333333333,90
anon9,100,trustworthy,6.33333333333333,100
anon90,0,attractive,5.33333333333333,0
anon90,10,attractive,6,10
anon90,20,attractive,6,20
anon90,30,attractive,6,30
anon90,40,attractive,6.33333333333333,40
anon90,50,attractive,6.66666666666667,50
anon90,60,attractive,6.33333333333333,60
anon90,70,attractive,7,70
anon90,80,attractive,7,80
anon90,90,attractive,7,90
anon90,100,attractive,7,100
anon91,0,trustworthy,7.33333333333333,0
anon91,10,trustworthy,7.33333333333333,10
anon91,20,trustworthy,7,20
anon91,30,trustworthy,7,30
anon91,40,trustworthy,7,40
anon91,50,trustworthy,7,50
anon91,60,trustworthy,6.33333333333333,60
anon91,70,trustworthy,6,70
anon91,80,trustworthy,7,80
anon91,90,trustworthy,6,90
anon91,100,trustworthy,6,100
anon92,0,attractive,5.33333333333333,0
anon92,10,attractive,5.66666666666667,10
anon92,20,attractive,6.66666666666667,20
anon92,30,attractive,6.33333333333333,30
anon92,40,attractive,6.66666666666667,40
anon92,50,attractive,7.66666666666667,50
anon92,60,attractive,7.66666666666667,60
anon92,70,attractive,8,70
anon92,80,attractive,8.33333333333333,80
anon92,90,attractive,8.33333333333333,90
anon92,100,attractive,8.33333333333333,100
anon93,0,attractive,6,0
anon93,10,attractive,6,10
anon93,20,attractive,6,20
anon93,30,attractive,6.33333333333333,30
anon93,40,attractive,6,40
anon93,50,attractive,7.33333333333333,50
anon93,60,attractive,7.66666666666667,60
anon93,70,attractive,8,70
anon93,80,attractive,8,80
anon93,90,attractive,8,90
anon93,100,attractive,8,100
anon94,0,attractive,5.33333333333333,0
anon94,10,attractive,5.66666666666667,10
anon94,20,attractive,5,20
anon94,30,attractive,5.66666666666667,30
anon94,40,attractive,7.33333333333333,40
anon94,50,attractive,8,50
anon94,60,attractive,7.66666666666667,60
anon94,70,attractive,8,70
anon94,80,attractive,8,80
anon94,90,attractive,8,90
anon94,100,attractive,8,100
